series,objective,origin,point_id,anchor,period_ps,sha256,data_path_ps,driver_adjust_ps,boundary_delay_ps,area_um2,power_uw,formal,own_delay_area_pareto,own_delay_power_pareto,combined_delay_area_pareto,combined_delay_power_pareto
Iterative,D×P²,single D×P² objective candidate archive,archive_028,p1010,,9d131a899c7938edb13d99e04be2b28f1743dddc1ffb13873cf910a605698225,920.5000,3.5000,924.0000,107.577000,178.481000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_029,p1010,,7218a02c06149db2b4e1836122335217a0cf6bb060ada5e74a8fdff981136f4b,920.5000,3.5000,924.0000,107.577000,178.481000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_030,p1010,,89bb3565c4e81e72e52e36c2a1e85a8a4f646033baf65b6ee244bbbed15eab39,920.5000,3.5000,924.0000,107.577000,178.481000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_031,p1010,,a409e1b3f168ba097f4ae31f4f0107bcb0643c08a6f645be5cb991bb25a596c5,920.5000,3.5000,924.0000,107.577000,178.481000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_032,p1010,,380ef13db2481f6a9467990869dab39437f578c0de65b3fb113aed83bb0efe0c,920.5000,3.5000,924.0000,107.577000,178.481000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_033,p1010,,ad1d49c97962c582d0e52401806b94d2a881885dd29611929581f5a59319032c,920.5000,3.5000,924.0000,107.577000,178.481000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_034,p1010,,2e00972d5885d91b3b2c44e70da31b6f2180eb0f91552bfb410ff37679899e53,920.5000,3.5000,924.0000,107.577000,178.484000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_035,p1010,,2598dbe24f96ba66a711727aac2719e017ff2d3a5026564825b67a081d8a2266,920.5000,3.5000,924.0000,107.577000,178.484000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_036,p1010,,ff0a8cfeca01459a4353877cbd9268b86108f2d8e79719498a3746f1be1d96cd,920.5000,3.5000,924.0000,107.519000,178.416000,PASS,True,True,False,True
Iterative,D×P²,single D×P² objective candidate archive,archive_037,p1010,,f163a210335621eaa9558493aa0fd710f538701bfb8122cd40e9e57fc2c4e45d,920.5000,3.5000,924.0000,107.519000,178.417000,PASS,True,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_038,p1010,,03fc5b9f53035151da1401f482d73035a362c941f962ca419047e42611aa159b,920.5000,3.5000,924.0000,107.519000,178.416000,PASS,True,True,False,True
Iterative,D×P²,single D×P² objective candidate archive,archive_039,p1010,,ee56d68e87d5781550c70e342c3b7f452f601fd17c9b4a771a374a0c1491f68b,920.5000,3.5000,924.0000,107.519000,178.416000,PASS,True,True,False,True
Iterative,D×P²,single D×P² objective candidate archive,archive_040,p1010,,ddcf755a03fb13f57e14d339d4de0c933b0fd1b45296730918a055d7a280b4b1,920.5000,3.5000,924.0000,107.519000,178.419000,PASS,True,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_041,p1010,,f87d131f0c3742437ab95de7d5992d4d0c09fb13df452804b9f45628e651f877,920.5000,3.5000,924.0000,107.519000,178.418000,PASS,True,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_042,p1010,,ec16e4cb91f1f37e2784d79e4f2afef03e3a31ee262dfae098736784031a28de,920.5000,3.5000,924.0000,107.519000,178.419000,PASS,True,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_043,p1010,,cb3f1a5e549ac642c3243522fc0e27dcb942756e693b18bb5ed8cd0c4444fcac,920.5000,3.5000,924.0000,107.519000,178.419000,PASS,True,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_044,p1010,,10dc4b94a5c6fe59333aecb09d2952226f67cea606575d33ba1a8ca7bd6aacf8,931.5000,2.6000,934.1000,107.460000,178.334000,PASS,True,True,False,True
Iterative,D×P²,single D×P² objective candidate archive,archive_045,p1046p535,,e139d0ff09bc728c58c88cc65ac7755644aba54bd5e887b653d74b6561e19102,932.1000,2.7000,934.8000,106.621000,178.593000,PASS,True,False,True,False
Iterative,D×P²,single D×P² objective candidate archive,archive_046,p1070,,172f46640bd8dce58d8a003f94f67a320dfce36814e90b8d9d6bfafdc5849962,962.4000,2.6000,965.0000,106.306000,177.361000,PASS,True,True,True,True
Iterative,D×P²,single D×P² objective candidate archive,archive_047,p1070,,2092f1ad7903665bc31f41bca2523dc0309fa1120f7bd1ebc56db242773b5b08,963.0000,2.6000,965.6000,105.956000,176.902000,PASS,True,True,True,True
Iterative,D×P²,single D×P² objective candidate archive,archive_048,p1096p37,,b398b0213f5ad09363bceb48399877743149aaa86af606ce5d0ee37215660211,1038.2000,2.6000,1040.8000,103.261000,173.095000,PASS,True,True,True,True
Iterative,D×P²,single D×P² objective candidate archive,archive_049,p1120,,b2ca40b37fe0688c078e493eb567d9dcee4f7f312284838ce84a271d692b80f2,1072.0000,2.6000,1074.6000,101.302000,169.244000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_050,p1120,,a89053a21ad6bf2ce8801da8d01dacd2ee3f0c17b7c94dd8fd15ecec94718939,1072.0000,2.6000,1074.6000,101.255000,169.177000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_051,p1120,,8dc2cdbce7ad2926af455c20120adc77e0a01ed8e48ce00814843df2b5199fcb,1069.0000,2.6000,1071.6000,101.209000,169.089000,PASS,True,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_052,p1120,,32bab2c34b572bd1c4ea67adea9c55bb2f993b25ebf964e71c629bb581a118ab,1069.0000,2.6000,1071.6000,101.209000,169.096000,PASS,True,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_053,p1120,,1b9507ff880db92a1935e09d1d5d9c02ad9bab9f53dff7fb1019c308c877b256,1069.0000,2.6000,1071.6000,101.209000,169.087000,PASS,True,True,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_054,p1146p205,,32fac2382b1cc1a035252dea3969f4d714bf877393b986ffa7341de8487946f4,1099.9000,2.6000,1102.5000,97.476000,164.494000,PASS,False,False,False,False
Iterative,D×P²,single D×P² objective candidate archive,archive_055,p1146p205,,365ad584ad840f7a4ac4da51a3dfcb0a74ee5a3f8ab58f70f36361c5c0b49c83,1094.0000,2.6000,1096.6000,97.406000,164.423000,PASS,True,True,False,True
Iterative,D×P²,single D×P² objective candidate archive,archive_056,p1146p205,,fbe6273b4e44cca8c9c77156fbeb745fbc679f6369ba97f1f61bd4448d5030cb,1100.8000,2.6000,1103.4000,97.161000,164.134000,PASS,True,True,True,True
Iterative,D×P²,single D×P² objective candidate archive,archive_057,p1146p205,,14ec7beb2c6fbdb99d9a49b459a96bede62034efdd314aa8ba18bd1dec67ef0d,1100.8000,2.6000,1103.4000,97.161000,164.140000,PASS,True,False,True,False
Iterative,D×P²,single D×P² objective candidate archive,archive_058,p1146p205,,77d57affd85a6e37d53c0c83e41993e473579db0afa554381ad3422ab813b713,1100.8000,2.6000,1103.4000,97.161000,164.140000,PASS,True,False,True,False
Iterative,D×P²,single D×P² objective candidate archive,archive_059,p1146p205,,67976069fcf4b55b622dbba91b7ed29c8ad14864afffe230159f51a537ef1a96,1100.8000,2.6000,1103.4000,97.161000,164.140000,PASS,True,False,True,False
Iterative,D×P²,single D×P² objective candidate archive,archive_060,p1146p205,,28721f2d2b2ac9694a2dd0e878d290d22c6df18dbd071a6151920de10a277294,1100.8000,2.6000,1103.4000,97.161000,164.135000,PASS,True,False,True,False
Iterative,D×P²,single D×P² objective candidate archive,archive_061,p1146p205,,9addb8a27751e3c003390c603f77d39b037c6fe610de4517fc73b8e651535513,1100.8000,2.6000,1103.4000,97.161000,164.135000,PASS,True,False,True,False
Iterative,D×P²,single D×P² objective candidate archive,archive_062,p1146p205,,44a4a08051163abbc1a3b9c0eb28a13adc412cb5adb97713cefe1115924c9ce9,1100.8000,2.6000,1103.4000,97.161000,164.135000,PASS,True,False,True,False
Iterative,D×P²,single D×P² objective candidate archive,archive_063,p1146p205,,39b35a7e37b05672f87c47c3206c4dee0830d043f60a48f01788ae536b257e40,1100.8000,2.6000,1103.4000,97.161000,164.141000,PASS,True,False,True,False
